Name,Gender,Usage,Meaning
RHODA,f,"Biblical, English","Derived from Greek ῥόδον (rhodon) meaning ""rose"". In the New Testament this name was borne by a maid in the house of Mary the mother of John Mark. As an English given name, Rhoda came into use in the 17th century."
RHONDA,f,English,"Probably intended to mean ""good spear"" from Welsh rhon ""spear"" and da ""good"", but possibly influenced by the name of the Rhondda Valley in South Wales, which means ""noisy"". It has been in use only since the 20th century. Its use may have been partially inspired by Margaret Mackworth, Viscountess Rhondda (1883-1956), a British feminist."
RHYS,m,"Welsh, English","Means ""enthusiasm"" in Welsh. Several Welsh rulers have borne this name, including the 12th-century Rhys ap Gruffydd who fought against the invading Normans."
RIAN,m,English,Variant of RYAN.
RICA,f,English (Rare),Short form of FREDERICA and other names ending in rica.
RICH,m,English,Short form of RICHARD.
RICHARD,m,"English, French, German, Czech, Slovak, Dutch, Ancient Germanic","Means ""brave ruler"", derived from the Germanic elements ric ""ruler, mighty"" and hard ""brave, hardy"". The Normans introduced this name to Britain, and it has been very common there since that time. It was borne by three kings of England including Richard I the Lionheart, one of the leaders of the Third Crusade in the 12th century.... [more]"
RICHARDINE,f,English (Rare),Feminine form of RICHARD.
RICHELLE,f,English,"Variant of RACHEL or ROCHELLE, probably influenced by MICHELLE."
RICHIE,m,English,Diminutive of RICHARD.
RICHMAL,f,English (Rare),"Meaning uncertain, possibly a combination of RICHARD and MARY. This name has been used since at least the late 18th century, mainly confined to the town of Bury in Lancashire."
RICK,m,English,Short form of RICHARD or names ending in rick.
RICKEY,m,English,Diminutive of RICHARD.
RICKI,m & f,English,Masculine and feminine diminutive of RICHARD.
RICKIE,m,English,Diminutive of RICHARD.
RICKY,m,English,Diminutive of RICHARD.
RIDGE,m,English (Modern),"From the English vocabulary word denoting a continous elevated mountain crest, or from the English surname derived from the word."
RIDLEY,m & f,English (Rare),"From a surname that was originally derived from various English place names meaning ""reed clearing"" or ""channel clearing"" in Old English."
RIGBY,m,English (Rare),"From a surname that was originally derived from a place name meaning ""ridge farm"" in Old Norse."
RIKKI,f,English (Modern),Feminine form of RICKY.
RILEY,m & f,English,"From a surname that comes from two distinct sources. As an Irish surname it is a variant of REILLY. As an English surname it is derived from a place name meaning ""rye clearing"" in Old English."
RILLA,f,English,"Meaning unknown, perhaps a short form of names ending in rilla."
RIPLEY,f & m,English (Rare),"From a surname that was derived from the name of various English towns, from Old English ripel ""strip of land"" and leah ""clearing"". A famous fictional bearer was the character Ellen Ripley (usually only called by her surname) from the Alien series of movies, beginning 1979."
RITA,f,"Italian, English, German, Swedish, Norwegian, Danish, Estonian, Hungarian, Spanish, Portuguese, Latvian, Lithuanian",Short form of MARGHERITA and other names ending in rita. A famous bearer was American actress Rita Hayworth (1918-1987).
RITCHIE,m,English,Variant of RICHIE.
RIVER,m & f,English (Modern),"From the English word that denotes a flowing body of water. The word is ultimately derived (via Old French) from Latin ripa ""riverbank""."
ROB,m,"English, Dutch",Short form of ROBERT.
ROBBIE,m & f,English,Diminutive of ROBERT or ROBERTA.
ROBBY,m,English,Diminutive of ROBERT.
ROBENA,f,English (Rare),Feminine variant of ROBIN.
ROBERT,m,"English, French, Swedish, Norwegian, Danish, German, Dutch, Finnish, Estonian, Czech, Polish, Russian, Slovene, Croatian, Romanian, Catalan, Ancient Germanic","From the Germanic name Hrodebert meaning ""bright fame"", derived from the Germanic elements hrod ""fame"" and beraht ""bright"". The Normans introduced this name to Britain, where it replaced the Old English cognate Hreodbeorht. It has been consistently among the most common English names from the 13th to 20th century. In the United States it was the most popular name for boys between 1924 and 1939 (and again in 1953).... [more]"
ROBERTA,f,"English, Italian, Spanish, Portuguese",Feminine form of ROBERT.
ROBIN,m & f,"English, French, Dutch, Swedish","Medieval diminutive of ROBERT, now usually regarded as an independent name. Robin Hood was a legendary hero and archer of medieval England who stole from the rich to give to the poor. In modern times it has also been used as a feminine name, and it may sometimes be given in reference to the red-breasted bird."
ROBINA,f,English (Rare),Feminine form of ROBIN. It originated in Scotland in the 17th century.
ROBYN,f,English,Feminine variant of ROBIN.
ROBYNNE,f,English (Rare),Feminine variant of ROBIN.
ROCHELLE,f,English,"From the name of the French city La Rochelle, meaning ""little rock"". It first became commonly used as a given name in America in the 1930s, probably due to the fame of actress Rochelle Hudson (1914-1972) and because of the similarity to the name Rachel."
ROCKY,m,English,"Diminutive of ROCCO and other names beginning with a similar sound, or else a nickname referring to a tough person. This is the name of a boxer played by Sylvester Stallone in the movie Rocky (1976) and its five sequels."
ROD,m,English,Short form of RODERICK or RODNEY.
RODDY,m,"English, Scottish",Diminutive of RODERICK or RODNEY.
RODERICK,m,"English, Scottish, Welsh","Means ""famous ruler"" from the Germanic elements hrod ""fame"" and ric ""ruler, mighty"". This name was in use among the Visigoths; it was borne by their last king (also known as Rodrigo), who died fighting the Muslim invaders of Spain in the 8th century. It also had cognates in Old Norse and West Germanic, and Scandinavian settlers and Normans introduced it to England, though it died out after the Middle Ages. It was revived in the English-speaking world by Sir Walter Scott's 1811 poem The Vision of Don Roderick."
RODGE,m,English,Short form of RODGER.
RODGER,m,English,Variant of ROGER.
RODNEY,m,English,"From a surname, originally derived from a place name, which meant ""Hroda's island"" in Old English (where Hroda is a Germanic given name meaning ""fame""). It was first used as a given name in honour of the British admiral Lord Rodney (1719-1792)."
RODOLPH,m,"English (Rare), French (Rare)",Variant of RUDOLF.
ROGER,m,"English, French, Catalan, Swedish, Norwegian, German, Dutch","Means ""famous spear"" from the Germanic elements hrod ""fame"" and ger ""spear"". The Normans brought this name to England, where it replaced the Old English cognate Hroðgar (the name of the Danish king in the Anglo-Saxon epic Beowulf). It was a common name in England during the Middle Ages. By the 18th century it was rare, but it was revived in following years. The name was borne by the Norman lords Roger I, who conquered Sicily in the 11th century, and his son Roger II, who ruled Sicily as a king."
ROLAND,m,"English, French, German, Swedish, Dutch, Hungarian, Polish, Medieval French","From the Germanic elements hrod meaning ""fame"" and landa meaning ""land"", though some theories hold that the second element was originally nand meaning ""brave"". Roland was a semi-legendary French hero whose story is told in the medieval epic La Chanson de Roland, in which he is a nephew of Charlemagne killed in battle with the Saracens. The Normans introduced this name to England."
ROLF,m,"German, Swedish, Norwegian, Danish, English","From the Germanic name Hrolf (or its Old Norse cognate Hrólfr), a contracted form of Hrodulf (see RUDOLF). The Normans introduced this name to England but it soon became rare. In the modern era it has occasionally been used in the English-speaking world as a German import."
ROLLAND,m,English,Variant of ROLAND.
ROLLO,m,English,"Latinized form of Roul, the Old French form of ROLF. Rollo (or Rolf) the Ganger was an exiled Viking who, in the 10th century, became the first Duke of Normandy. It has been used as a given name in the English-speaking world since the 19th century."
ROLO,m,English (Rare),Variant of ROLLO.
ROLPH,m,English (Rare),Variant of ROLF.
ROLY,m,English,Diminutive of ROLAND.
ROMAINE,f,"French, English",French feminine form of Romanus (see ROMAN).
ROMAN,m,"Russian, Polish, Czech, Slovak, Ukrainian, Slovene, Croatian, Estonian, German, English","From the Late Latin name Romanus meaning ""Roman"". This name was borne by several early saints."
ROMAYNE,f,English (Rare),Variant of ROMAINE.
ROMEY,f,English (Rare),Diminutive of ROSEMARY.
ROMILLY,m & f,"English (British, Rare)","From an English surname that was derived from the name of various Norman towns, themselves from the given name ROMILIUS."
ROMY,f,"German, Dutch, English",Diminutive of ROSEMARIE or ROSEMARY.
RON (1),m,English,Short form of RONALD.
RONA (1),f,English,Variant of RHONA.
RONALD,m,"Scottish, English, Dutch, German","Scottish form of RAGNVALDR, a name introduced to Scotland by Scandinavian settlers and invaders. It became popular outside Scotland during the 20th century. A famous bearer was American actor and president Ronald Reagan (1911-2004)."
RONAN,m,"Breton, Irish, French, English (Modern)",Breton and Anglicized form of RÓNÁN.
RONDA,f,English,Variant of RHONDA.
RONI (2),f,English,Diminutive of VERONICA.
RONNETTE,f,English (Rare),Feminine form of RONALD.
RONNIE,m & f,English,Diminutive of RONALD or VERONICA.
RONNY,m,English,Diminutive of RONALD.
ROOSEVELT,m,English,"From a Dutch surname meaning ""rose field"". This name is often given in honour of American presidents Theodore Roosevelt (1858-1919) or Franklin D. Roosevelt (1882-1945)."
RORIE,f & m,English,Variant of RORY.
RORY,m & f,"Irish, Scottish, English",Anglicized form of RUAIDHRÍ.
ROS,f,English,"Short form of ROSALIND, ROSAMUND, and other names beginning with Ros."
ROSA (1),f,"Spanish, Italian, Portuguese, Catalan, Swedish, Norwegian, Danish, Dutch, German, English","Generally this can be considered a Latin form of ROSE, though originally it may have come from the unrelated Germanic name ROZA (2). This was the name of a 13th-century saint from Viterbo in Italy. In the English-speaking world it was first used in the 19th century. A famous bearer was civil rights activist Rosa Parks (1913-2005)."
